Benutzer,Spiel,SpielzeitInStunden,Genre,Tags
wumme,Shadowrun Returns,1.63,"Adventure, Indie, RPG, Strategy","{'RPG': 1071, 'Cyberpunk': 865, 'Turn-Based': 669, 'Isometric': 459, 'Sci-fi': 400, 'Indie': 365, 'Strategy': 336, 'Singleplayer': 316, 'Tactical': 298, 'Adventure': 255, 'Moddable': 225, 'Kickstarter': 223, 'CRPG': 170, 'Story Rich': 137, 'Fantasy': 120, 'Atmospheric': 114, 'Turn-Based Strategy': 110, 'Dystopian ': 110, 'Crowdfunded': 110, 'Female Protagonist': 82}"
wumme,The Elder Scrolls V: Skyrim,1.63,RPG,"{'Open World': 9953, 'RPG': 8653, 'Fantasy': 6179, 'Adventure': 5541, 'Dragons': 4808, 'Moddable': 4799, 'First-Person': 3946, 'Action': 3516, 'Medieval': 3453, 'Singleplayer': 3405, 'Magic': 3355, 'Story Rich': 2955, 'Great Soundtrack': 2819, 'Sandbox': 2500, 'Lore-Rich': 2451, 'Atmospheric': 2424, 'Character Customization': 2345, 'Action RPG': 1804, 'Third Person': 1742, 'Epic': 1539}"
wumme,Aperture Tag: The Paint Gun Testing Initiative,1.6,"Adventure, Indie","{'Adventure': 43, 'Indie': 43, 'Short': 24, 'Surreal': 23, 'Comedy': 23, 'Atmospheric': 23, 'Dark': 23, 'Psychological': 23, 'Walking Simulator': 23, 'Puzzle': 22, 'Great Soundtrack': 22, 'Dark Comedy': 22}"
wumme,Day of Defeat,1.58,Action,"{'FPS': 798, 'World War II': 270, 'Multiplayer': 212, 'Shooter': 193, 'Action': 164, 'War': 158, 'Team-Based': 137, 'Classic': 130, 'First-Person': 108, 'Class-Based': 83, 'Military': 71, 'Historical': 62, 'Tactical': 45, 'Singleplayer': 44, 'Co-op': 36, 'Retro': 23, 'Old School': 22, 'Difficult': 22, 'Strategy': 16, 'World War I': 13}"
wumme,RADical ROACH Remastered,1.55,"Action, Adventure, Casual, Indie, Simulation, Strategy","{'Indie': 178, 'Action': 50, 'Casual': 46, 'Adventure': 35, 'Simulation': 28, 'Strategy': 27, ""Shoot 'Em Up"": 26, 'Bullet Hell': 16, 'Side Scroller': 12, 'Singleplayer': 7, 'Shooter': 6, 'Difficult': 5}"
wumme,X-Blades,1.55,"Action, Adventure, RPG","{'Action': 198, 'Female Protagonist': 106, 'Hack and Slash': 102, 'RPG': 86, 'Adventure': 78, 'Anime': 75, 'Nudity': 66, 'Singleplayer': 43, 'Fantasy': 34, 'Character Action Game': 27, 'Violent': 27, 'Third Person': 20, 'Great Soundtrack': 8, ""Beat 'em up"": 8, 'Spectacle fighter': 7}"
wumme,Frozen Synapse,1.48,"Indie, Strategy","{'Strategy': 272, 'Turn-Based': 247, 'Tactical': 232, 'Indie': 189, 'Asynchronous Multiplayer': 167, 'Great Soundtrack': 164, 'Cyberpunk': 132, 'Multiplayer': 106, 'Turn-Based Strategy': 102, 'Sci-fi': 79, 'Top-Down': 75, 'Competitive': 62, 'Singleplayer': 58, 'Addictive': 26, 'Difficult': 25, 'Chess': 20, 'Replay Value': 11, 'Turn-Based Tactics': 10, 'Local Multiplayer': 9, 'Co-op': 9}"
wumme,Guncraft,1.48,"Action, Indie","{'Action': 76, 'Indie': 67, 'FPS': 59, 'Building': 40, 'Voxel': 34, 'Multiplayer': 34, 'Sandbox': 32, 'Shooter': 20, 'Co-op': 13, 'Survival': 6}"
wumme,Grand Theft Auto V,1.47,"Action, Adventure","{'Open World': 32016, 'Action': 23189, 'Multiplayer': 21351, 'Crime': 19076, 'Automobile Sim': 18585, 'Third Person': 18421, 'First-Person': 18062, 'Mature': 14770, 'Shooter': 14686, 'Adventure': 13436, 'Singleplayer': 12263, 'Third-Person Shooter': 11808, 'Racing': 11408, 'Co-op': 10089, 'Sandbox': 9851, 'Atmospheric': 9817, 'Funny': 9239, 'Great Soundtrack': 8598, 'Comedy': 8463, 'Moddable': 6805}"
wumme,Enclave,1.45,"Action, RPG","{'RPG': 548, 'Action': 186, 'Fantasy': 146, 'Third Person': 136, 'Hack and Slash': 116, 'Adventure': 94, 'Singleplayer': 94, 'Classic': 87, 'Action RPG': 34, 'Magic': 32, 'Female Protagonist': 23, 'Atmospheric': 22, 'Multiplayer': 19, 'First-Person': 18, 'Great Soundtrack': 18, 'Nudity': 18, 'Open World': 16, 'Action-Adventure': 15, 'Dark Fantasy': 15, 'Medieval': 9}"
wumme,DLC Quest,1.42,Indie,"{'Platformer': 340, 'Indie': 292, 'Satire': 253, 'Comedy': 219, 'Short': 192, 'Parody ': 167, 'Pixel Graphics': 143, '2D': 136, 'Singleplayer': 132, 'Funny': 125, 'Retro': 93, 'Casual': 59, 'Adventure': 55, 'Side Scroller': 53, 'Exploration': 49, 'Metroidvania': 49, 'Action': 43, 'Memes': 18, 'Zombies': 11, 'Dark Comedy': 11}"
wumme,Deponia: The Complete Journey,1.4,Adventure,"{'Adventure': 781, 'Point & Click': 292, 'Comedy': 203, 'Puzzle': 177, 'Singleplayer': 135, 'Funny': 129, '2D': 105, 'Story Rich': 86, 'Great Soundtrack': 68, 'Classic': 51, 'Cult Classic': 51, 'Steampunk': 46, 'Retro': 45, 'Sci-fi': 37, 'Indie': 28, 'Hand-drawn': 24, 'Cartoon': 22, 'Dystopian ': 17, 'Escape Room': 13, 'Sexual Content': 10}"
wumme,Gas Guzzlers Extreme,1.4,"Action, Racing, Sports","{'Combat Racing': 269, 'Vehicular Combat': 233, 'Racing': 221, 'Automobile Sim': 206, 'Action': 115, 'Multiplayer': 96, 'Shooter': 76, 'Sports': 65, 'Zombies': 37, 'Arena Shooter': 36, 'Co-op': 35, 'Singleplayer': 35, 'Driving': 30, 'Destruction': 27, 'Funny': 21, 'Arcade': 18, 'Controller': 15, 'Open World': 14, 'Fast-Paced': 12, 'Casual': 11}"
wumme,Aliens vs. Predator,1.37,Action,"{'Action': 524, 'FPS': 447, 'Aliens': 392, 'Multiplayer': 349, 'Sci-fi': 346, 'Horror': 343, 'Shooter': 272, 'Singleplayer': 257, 'Gore': 248, 'First-Person': 246, 'Stealth': 219, 'Atmospheric': 169, 'Survival': 161, 'Co-op': 158, 'Blood': 122, 'Hunting': 122, 'Survival Horror': 120, 'Adventure': 99, 'Online Co-Op': 72, 'Strategy': 42}"
wumme,Anomaly Warzone Earth,1.37,"Action, Indie, Strategy","{'Strategy': 229, 'Indie': 130, 'Tower Defense': 117, 'Action': 112, 'Sci-fi': 85, 'Singleplayer': 71, 'Touch-Friendly': 43, 'RTS': 39, 'Top-Down': 32, 'Aliens': 31, 'Difficult': 7, 'Arcade': 5}"
wumme,Guardians of Middle-earth,1.37,"Action, Strategy","{'MOBA': 89, 'Strategy': 65, 'Action': 52, 'Multiplayer': 24, 'Co-op': 22, 'Fantasy': 9}"
wumme,SpaceChem,1.37,"Indie, Simulation","{'Puzzle': 592, 'Difficult': 355, 'Programming': 354, 'Indie': 272, 'Logic': 239, 'Singleplayer': 204, 'Automation': 162, 'Sci-fi': 149, 'Great Soundtrack': 142, 'Science': 89, '2D': 54, 'Space': 53, 'Simulation': 49, 'Illuminati': 49, 'Casual': 46, 'Addictive': 37, 'Education': 35, 'Strategy': 27, 'Touch-Friendly': 24, 'Building': 21}"
wumme,Paladins,1.33,"Action, Adventure, Massively Multiplayer, Strategy, Free to Play","{'Hero Shooter': 50362, 'Free to Play': 5325, 'Multiplayer': 3326, 'FPS': 3203, 'Shooter': 2804, 'Action': 2254, 'Team-Based': 2220, 'First-Person': 1807, 'PvP': 1758, 'MOBA': 1681, 'Online Co-Op': 1555, 'Fantasy': 1225, 'Controller': 1177, 'Strategy': 1113, 'Co-op': 1089, 'Character Customization': 1078, 'Massively Multiplayer': 1074, 'Adventure': 1066, 'Colorful': 1065, 'Funny': 1054}"
wumme,Magicka,1.3,"Action, RPG","{'Comedy': 906, 'Co-op': 798, 'Action': 750, 'Fantasy': 595, 'Online Co-Op': 549, 'Magic': 548, 'Multiplayer': 538, 'RPG': 534, 'Adventure': 481, 'Funny': 418, 'Local Co-Op': 296, '4 Player Local': 190, 'Indie': 171, 'Local Multiplayer': 169, 'Difficult': 145, 'Singleplayer': 145, 'Team-Based': 108, 'Action RPG': 103, 'Arcade': 87, 'Strategy': 72}"
wumme,Far Cry® 3 Blood Dragon,1.27,"Action, Adventure","{'FPS': 588, '1980s': 534, 'Comedy': 456, 'Action': 440, 'Open World': 436, 'Great Soundtrack': 372, 'Singleplayer': 275, 'Adventure': 260, 'Cyberpunk': 257, 'Shooter': 250, 'Sci-fi': 214, 'Stealth': 181, 'Retro': 171, 'Funny': 142, 'First-Person': 137, 'Futuristic': 123, 'Dragons': 120, 'Parody ': 107, 'Atmospheric': 107, 'Post-apocalyptic': 89}"
wumme,Particula,1.27,"Casual, Indie, Strategy","{'Strategy': 136, 'Indie': 60, 'Tower Defense': 57, 'Casual': 54, 'Co-op': 31, 'Singleplayer': 9, 'Relaxing': 8}"
wumme,The Bureau: XCOM Declassified,1.27,Action,"{'Action': 293, 'Tactical': 225, 'Sci-fi': 225, 'Third-Person Shooter': 212, 'Singleplayer': 148, 'Third Person': 142, 'Aliens': 128, 'Strategy': 114, 'Shooter': 104, 'RPG': 71, 'Atmospheric': 47, 'Adventure': 46, 'Cold War': 40, 'Story Rich': 34, 'Multiplayer': 30, 'Open World': 20, 'Noir': 18, 'Stealth': 14, 'Retro': 9, 'War': 5}"
wumme,Trine 2,1.27,"Racing, Simulation, Sports","{'Racing': 99, 'Simulation': 65, 'Sports': 65, 'Motorbike': 42, 'Bikes': 39, 'Multiplayer': 34, 'Open World': 26, 'Singleplayer': 20, 'Action': 13, 'Split Screen': 9, 'Controller': 6}"
wumme,Far Cry® 3,1.25,"Action, Adventure","{'Open World': 2458, 'FPS': 2011, 'Action': 1759, 'Adventure': 1499, 'Multiplayer': 1211, 'Shooter': 1141, 'Stealth': 1101, 'Co-op': 1002, 'First-Person': 987, 'Hunting': 954, 'Singleplayer': 916, 'Sandbox': 610, 'Survival': 604, 'Story Rich': 587, 'Online Co-Op': 501, 'Atmospheric': 455, 'Nudity': 436, 'Crafting': 412, 'Colorful': 397, 'RPG': 295}"
wumme,Shadowgrounds,1.25,Action,"{'Top-Down Shooter': 170, 'Sci-fi': 164, 'Aliens': 160, 'Action': 156, 'Shooter': 128, 'Singleplayer': 122, 'Horror': 119, 'Top-Down': 119, 'Isometric': 113, 'Adventure': 108, 'Twin Stick Shooter': 101, 'Gore': 97, 'Indie': 93, ""Shoot 'Em Up"": 89, 'Dark': 88, 'PvE': 83, 'Combat': 75, 'Local Co-Op': 74, 'Co-op': 64, 'Multiplayer': 39}"
wumme,The Vanishing of Ethan Carter,1.25,"Adventure, Indie","{'Mystery': 481, 'Atmospheric': 477, 'Detective': 474, 'Walking Simulator': 458, 'Exploration': 355, 'First-Person': 344, 'Adventure': 306, 'Horror': 296, 'Story Rich': 270, 'Singleplayer': 262, 'Supernatural': 225, 'Puzzle': 191, 'Indie': 183, 'Lovecraftian': 176, 'Open World': 164, 'Great Soundtrack': 149, 'Short': 124, 'Psychological Horror': 113, 'Beautiful': 45, 'Point & Click': 27}"
wumme,BIT.TRIP RUNNER,1.22,"Action, Indie","{'Rhythm': 300, 'Platformer': 294, 'Runner': 290, 'Music': 286, 'Action': 283, 'Singleplayer': 277, '2D': 275, 'Pixel Graphics': 271, 'Arcade': 269, 'Minimalist': 265, 'Side Scroller': 263, 'Controller': 259, 'Colorful': 254, 'Atmospheric': 252, 'Linear': 249, 'Indie': 246, 'Difficult': 156, 'Retro': 124, 'Great Soundtrack': 116, 'Addictive': 58}"
wumme,Frozen Hearth,1.22,"Adventure, Indie","{'Adventure': 271, 'Puzzle': 257, 'Survival': 248, 'Horror': 245, ""1990's"": 242, '1980s': 234, 'Mystery Dungeon': 230, '3D': 228, 'First-Person': 226, 'Psychedelic': 223, 'Story Rich': 216, 'Singleplayer': 209, 'Post-apocalyptic': 206, 'Exploration': 201, 'Hidden Object': 197, 'Dungeon Crawler': 195, 'Outbreak Sim': 192, 'Cinematic': 190, 'Realistic': 186, 'Drama': 184}"
wumme,Goodbye Deponia,1.22,"Adventure, Indie","{'Adventure': 169, 'Point & Click': 136, 'Comedy': 116, 'Singleplayer': 60, 'Indie': 59, 'Puzzle': 55, 'Funny': 45, 'Story Rich': 34, 'Escape Room': 30, 'Hand-drawn': 21, 'Classic': 13, '2D': 12, 'Steampunk': 11, 'Cult Classic': 11, 'Retro': 10, 'Great Soundtrack': 10, ""1990's"": 7, 'Nudity': 5, 'Sexual Content': 5}"
wumme,Bastion,1.2,"Action, Indie, RPG","{'Great Soundtrack': 1677, 'Indie': 1473, 'Action': 1295, 'Singleplayer': 1135, 'Narration': 1129, 'RPG': 1028, 'Hack and Slash': 974, 'Story Rich': 947, 'Dynamic Narration': 854, 'Isometric': 792, 'Adventure': 704, 'Action RPG': 633, 'Fantasy': 368, 'Atmospheric': 347, 'Colorful': 245, 'Post-apocalyptic': 214, '2D': 144, 'Music': 126, 'Twin Stick Shooter': 109, 'Controller': 99}"
wumme,Chaos on Deponia,1.2,"Adventure, Indie","{'Adventure': 227, 'Point & Click': 193, 'Comedy': 162, 'Singleplayer': 108, 'Puzzle': 94, 'Indie': 92, 'Funny': 70, 'Story Rich': 41, '2D': 37, 'Great Soundtrack': 35, 'Dark Humor': 33, 'Escape Room': 33, 'Hand-drawn': 32, 'Steampunk': 29, 'Retro': 19, 'Classic': 19, 'Sci-fi': 11, 'Atmospheric': 5}"
wumme,Daylight,1.2,"Action, Adventure, Casual, Indie","{'Horror': 391, 'Adventure': 102, 'First-Person': 89, 'Indie': 88, 'Female Protagonist': 62, 'Action': 59, 'Survival': 52, 'Walking Simulator': 49, 'Singleplayer': 37, 'Survival Horror': 36, 'Procedural Generation': 34, 'Rogue-like': 32, 'Short': 20, 'Atmospheric': 18, 'Psychological Horror': 17, 'Sci-fi': 11, 'Jump Scare': 9, 'Zombies': 8, 'Thriller': 6, 'Dark': 6}"
wumme,Deponia,1.2,"Adventure, Indie","{'Adventure': 511, 'Point & Click': 490, 'Comedy': 381, 'Puzzle': 272, 'Singleplayer': 238, 'Funny': 185, 'Indie': 170, 'Story Rich': 159, '2D': 128, 'Dark Humor': 103, 'Great Soundtrack': 85, 'Hand-drawn': 81, 'Escape Room': 72, 'Steampunk': 61, 'Classic': 48, 'Retro': 40, 'Sci-fi': 29, 'Dystopian ': 25, 'Hidden Object': 20, 'Cult Classic': 18}"
wumme,Hotline Miami,1.2,"Action, Indie","{'Great Soundtrack': 2563, 'Violent': 2010, 'Action': 1922, 'Indie': 1599, 'Top-Down': 1494, 'Pixel Graphics': 1490, '1980s': 1444, 'Gore': 1439, 'Fast-Paced': 1412, 'Retro': 1172, 'Psychedelic': 1152, 'Difficult': 986, 'Singleplayer': 864, 'Surreal': 698, '2D': 611, 'Shooter': 610, 'Top-Down Shooter': 573, 'Atmospheric': 541, 'Addictive': 537, 'Music': 453}"
wumme,Penguins Arena: Sedna's World,1.2,"Action, Casual, Indie","{'Action': 45, 'Casual': 41, 'Indie': 39, 'Multiplayer': 29, 'FPS': 28, 'Great Soundtrack': 19, 'Shooter': 15, 'Family Friendly': 15, 'First-Person': 14, 'Memes': 12, 'Competitive': 7, 'Funny': 5}"
wumme,Sid Meier's Civilization V,1.2,Strategy,"{'Turn-Based Strategy': 4945, 'Strategy': 4348, 'Turn-Based': 2564, 'Multiplayer': 2391, 'Historical': 2180, '4X': 1711, 'Addictive': 1682, 'Singleplayer': 1598, 'Hex Grid': 1310, 'Grand Strategy': 1051, 'Replay Value': 839, 'Co-op': 773, 'Economy': 727, 'Tactical': 727, 'Diplomacy': 684, 'Moddable': 632, 'Simulation': 602, 'Classic': 469, 'Great Soundtrack': 453, 'Touch-Friendly': 303}"
wumme,"Sir, You Are Being Hunted",1.2,"Action, Indie","{'Survival': 294, 'Stealth': 281, 'Indie': 211, 'Robots': 207, 'First-Person': 198, 'Procedural Generation': 176, 'Action': 139, 'Singleplayer': 109, 'Open World': 108, 'Steampunk': 101, 'Atmospheric': 101, 'Comedy': 93, 'Horror': 93, 'FPS': 74, 'Multiplayer': 62, 'Exploration': 57, 'Kickstarter': 56, 'Sandbox': 51, 'Adventure': 48, 'Rogue-like': 46}"
wumme,Sniper Elite: Nazi Zombie Army,1.2,Action,"{'Zombies': 242, 'Action': 145, 'Co-op': 127, 'Sniper': 93, 'Third-Person Shooter': 90, 'World War II': 88, 'Multiplayer': 76, 'Gore': 73, 'Shooter': 68, 'Horror': 65, 'FPS': 61, 'Online Co-Op': 49, 'Survival': 49, 'Third Person': 48, 'Singleplayer': 48, 'Adventure': 38, 'Open World': 32, 'Survival Horror': 24, 'Bullet Time': 24, 'Stealth': 17}"
wumme,A Valley Without Wind,1.18,"Action, Adventure, Indie","{'Platformer': 89, 'Action': 89, 'Indie': 81, 'Adventure': 66, 'Procedural Generation': 53, 'Experimental': 35, 'Open World': 33, 'Multiplayer': 32, 'Co-op': 30, 'Metroidvania': 29, 'Roguevania': 26, 'Action Roguelike': 26, '2D': 26, 'Rogue-lite': 23, 'Magic': 21, 'Singleplayer': 20, 'Loot': 15, 'Fantasy': 13, 'Sci-fi': 12, 'Side Scroller': 12}"
wumme,Batman: Arkham City GOTY,1.18,"Action, Adventure","{'Action': 54, 'Adventure': 49, 'Open World': 9, 'Third Person': 9, 'Superhero': 6, 'Singleplayer': 5}"
wumme,Snuggle Truck,1.17,"Casual, Indie, Racing","{'Casual': 48, 'Racing': 44, 'Indie': 37, 'Driving': 19, 'Singleplayer': 12, 'Level Editor': 10, '2D': 5}"
wumme,Clickr,1.12,"Action, Adventure, Casual, Indie","{'Clicker': 41, 'Action': 25, 'Adventure': 24, 'Indie': 24, 'Casual': 23, 'Multiplayer': 18}"
wumme,Plain Sight,1.12,"Action, Indie","{'Action': 34, 'Indie': 30, 'Multiplayer': 12, 'Robots': 8, 'Ninja': 6}"
wumme,Takedown: Red Sabre,1.12,"Action, Simulation, Strategy","{'FPS': 201, 'Action': 172, 'Tactical': 154, 'Simulation': 132, 'Strategy': 119, 'Multiplayer': 90, 'Online Co-Op': 84, 'Shooter': 82, 'Co-op': 69, 'First-Person': 55, 'Realistic': 37, 'Early Access': 33, 'Kickstarter': 32, 'Singleplayer': 29, 'Horror': 24, 'Walking Simulator': 24, 'Stealth': 22, 'Difficult': 21, 'Adventure': 15, 'Funny': 13}"
wumme,Interstellar Marines,1.1,"Action, Indie, RPG, Simulation, Early Access","{'Action': 450, 'FPS': 397, 'Indie': 391, 'Tactical': 379, 'Co-op': 357, 'Multiplayer': 331, 'Sci-fi': 306, 'Shooter': 251, 'Horror': 186, 'First-Person': 171, 'Simulation': 169, 'Atmospheric': 168, 'Early Access': 138, 'Online Co-Op': 133, 'Space': 106, 'Singleplayer': 106, 'Team-Based': 93, 'RPG': 86, 'Immersive': 62, 'Realistic': 55}"
wumme,Counter-Strike Nexon: Studio,1.08,"Action, Casual, Massively Multiplayer, Free to Play","{'Free to Play': 2918, 'FPS': 2237, 'Zombies': 2228, 'Sandbox': 1602, 'PvE': 1426, 'PvP': 1422, 'Shooter': 1415, 'Horror': 1411, 'Action': 1396, 'Co-op': 1392, 'Multiplayer': 1392, 'First-Person': 1390, 'Survival Horror': 862, 'Gore': 845, 'Online Co-Op': 844, 'Funny': 838, 'Mod': 837, 'Dark': 836, '3D': 833, 'Singleplayer': 640}"
wumme,The Swapper,1.08,"Action, Adventure, Indie","{'Puzzle': 465, 'Sci-fi': 357, 'Atmospheric': 308, 'Indie': 273, 'Space': 267, 'Platformer': 213, 'Puzzle-Platformer': 181, 'Singleplayer': 163, 'Adventure': 149, 'Philosophical': 117, 'Great Soundtrack': 117, '2D': 110, 'Psychological Horror': 96, 'Metroidvania': 86, 'Mystery': 63, 'Exploration': 61, 'Story Rich': 57, 'Action': 54, 'Side Scroller': 41, 'Difficult': 31}"
wumme,Tom Clancy's Ghost Recon Future Soldier,1.07,Action,"{'Action': 192, 'Stealth': 117, 'Third-Person Shooter': 113, 'Tactical': 108, 'Co-op': 106, 'Multiplayer': 96, 'Shooter': 91, 'Singleplayer': 64, 'Gun Customization': 53, 'Third Person': 52, 'FPS': 50, 'Futuristic': 48, 'Military': 38, 'Open World': 26, 'Adventure': 24, 'Controller': 15, 'Atmospheric': 15, 'Strategy': 12, 'Sci-fi': 11, 'Online Co-Op': 10}"
wumme,Rome: Total War,1.05,"Action, Adventure, Indie, Strategy","{'Survival': 232, 'Base-Building': 226, 'Action': 220, 'Tower Defense': 220, 'Top-Down Shooter': 216, 'Strategy': 213, 'Character Customization': 211, 'Adventure': 196, 'Tanks': 185, 'Shooter': 167, 'Top-Down': 157, 'Rogue-like': 145, '3D': 143, 'Stylized': 129, 'Post-apocalyptic': 114, 'Building': 99, 'Tactical': 81, 'Open World': 63, 'Resource Management': 44, 'Vehicular Combat': 26}"
wumme,Toki Tori 2+,1.05,"Adventure, Casual, Indie","{'Puzzle': 170, 'Indie': 162, 'Casual': 132, 'Adventure': 121, 'Platformer': 109, 'Metroidvania': 78, 'Cute': 71, 'Singleplayer': 61, '2D': 33, 'Family Friendly': 29, 'Puzzle-Platformer': 29, 'Controller': 28, 'Open World': 23, 'Level Editor': 17, 'Difficult': 16, 'Funny': 16, 'Action': 14, 'Exploration': 12}"
wumme,Transmissions: Element 120,1.03,"Action, Free to Play, Indie","{'Free to Play': 503, 'Action': 263, 'Shooter': 255, 'Zombies': 246, 'Horror': 230, 'First-Person': 200, 'Multiplayer': 198, 'Singleplayer': 193, 'FPS': 193, 'Mod': 179, 'Atmospheric': 144, 'Indie': 129, 'Survival': 107, 'Sci-fi': 95, 'Short': 86, 'Puzzle': 72, 'Adventure': 72, 'Open World': 63, 'Co-op': 44, 'Walking Simulator': 34}"
wumme,8BitBoy,1.0,"Action, Casual, Indie","{'Platformer': 95, 'Indie': 78, 'Action': 58, 'Casual': 53, 'Pixel Graphics': 51, '2D': 44, 'Retro': 41, 'Singleplayer': 27, 'Difficult': 11, 'Arcade': 10, 'Side Scroller': 8, 'Old School': 8}"
wumme,BIT.TRIP FLUX,1.0,"Action, Indie","{'Indie': 32, 'Action': 31, 'Music': 14, 'Rhythm': 14, ""Shoot 'Em Up"": 9, 'Bullet Hell': 7, 'Shooter': 5}"
wumme,Total War: MEDIEVAL II - Definitive Edition,0.98,Strategy,"{'Strategy': 679, 'Medieval': 487, 'Historical': 370, 'Turn-Based Strategy': 330, 'Grand Strategy': 304, 'War': 275, 'RTS': 261, 'Tactical': 225, 'Multiplayer': 196, 'Singleplayer': 196, 'Moddable': 157, 'Military': 152, 'Turn-Based': 145, 'Real Time Tactics': 139, 'Classic': 120, 'Simulation': 102, 'Action': 78, 'Sandbox': 71, 'Great Soundtrack': 62, '4X': 35}"
wumme,Burnout Paradise: The Ultimate Box,0.97,Racing,"{'Racing': 768, 'Open World': 541, 'Automobile Sim': 502, 'Multiplayer': 306, 'Destruction': 301, 'Great Soundtrack': 280, 'Driving': 278, 'Singleplayer': 194, 'Arcade': 160, 'Exploration': 123, 'Sandbox': 108, 'Action': 102, 'Controller': 76, 'Co-op': 73, 'Fast-Paced': 67, 'Sports': 55, 'Third Person': 50, 'Online Co-Op': 44, '3D Vision': 44, 'Funny': 38}"
wumme,Caster,0.97,"Action, Adventure, Casual, Indie, RPG, Strategy","{'Action': 81, 'Indie': 78, 'Adventure': 62, 'Third-Person Shooter': 53, 'Casual': 45, 'RPG': 38, 'Strategy': 34, 'Singleplayer': 29, 'Third Person': 20, 'Fast-Paced': 17, 'Great Soundtrack': 9, 'Shooter': 7, 'Female Protagonist': 7, 'Anime': 5, 'Atmospheric': 5}"
wumme,Batman: Arkham Asylum GOTY Edition,0.95,"Action, Adventure","{'Action': 1239, 'Stealth': 877, 'Third Person': 792, 'Superhero': 788, 'Adventure': 738, 'Singleplayer': 630, 'Open World': 500, ""Beat 'em up"": 481, 'Detective': 331, 'Comic Book': 322, 'Atmospheric': 307, 'Story Rich': 279, 'Action-Adventure': 244, 'Fighting': 201, 'Controller': 180, 'Metroidvania': 152, 'Puzzle': 145, '3D Vision': 102, 'Dark': 88, 'Horror': 85}"
wumme,HAWKEN,0.95,"Adventure, Casual, Indie, Early Access","{'Indie': 21, 'Early Access': 21, 'Casual': 21, 'Adventure': 20, 'VR': 8}"
wumme,Super Meat Boy,0.95,Indie,"{'Precision Platformer': 2106, 'Platformer': 1531, 'Difficult': 1256, 'Indie': 1195, '2D Platformer': 1182, 'Pixel Graphics': 1124, '2D': 880, 'Singleplayer': 677, 'Great Soundtrack': 659, 'Fast-Paced': 551, 'Retro': 356, 'Controller': 337, 'Unforgiving': 289, 'Gore': 269, 'Action': 233, 'Time Attack': 215, 'Funny': 209, 'Comedy': 161, 'Side Scroller': 144, 'Replay Value': 137}"
wumme,Rabbit Hole 3D: Steam Edition,0.92,"Action, Casual, Indie","{'Indie': 31, 'Casual': 30, 'Action': 26, 'Puzzle': 11}"
wumme,Rooms: The Main Building,0.92,"Casual, Indie","{'Casual': 29, 'Indie': 27, 'Puzzle': 20}"
wumme,Hamilton's Great Adventure,0.9,"Adventure, Casual, Indie","{'Local Co-Op': 118, 'Adventure': 110, '3D Platformer': 108, 'Puzzle': 105, 'Puzzle-Platformer': 104, 'Family Friendly': 98, 'Casual': 89, 'Indie': 84, 'Platformer': 81, 'Singleplayer': 77, 'Controller': 74, 'Arcade': 70, 'Local Multiplayer': 66, 'Lovecraftian': 65, 'Action': 61, 'Anime': 43, 'Dark': 39, 'FPS': 38, 'Funny': 31, 'Competitive': 24}"
wumme,Knights and Merchants,0.88,"Simulation, Strategy","{'Strategy': 1535, 'Colony Sim': 168, 'Medieval': 161, 'City Builder': 144, 'RTS': 133, 'Simulation': 120, 'Classic': 117, 'Singleplayer': 71, 'Historical': 63, 'Multiplayer': 56, 'Resource Management': 48, 'Old School': 44, 'Cult Classic': 42, 'Great Soundtrack': 36, 'Management': 32, 'Difficult': 27, '2D': 24, 'Economy': 18, 'Nostalgia': 11, 'Action': 6}"
wumme,Warface: Clutch,0.88,"Action, Massively Multiplayer, Free to Play","{'Free to Play': 3932, 'FPS': 2033, 'Realistic': 2006, 'Multiplayer': 1896, 'Shooter': 1731, 'Action': 1696, 'PvP': 1342, 'Co-op': 1337, 'Gun Customization': 1260, 'Character Customization': 1239, 'First-Person': 1157, 'Online Co-Op': 1042, 'Tactical': 1034, 'Strategy': 999, 'Massively Multiplayer': 981, 'Military': 974, 'Team-Based': 968, 'Moddable': 955, 'Class-Based': 954, 'Adventure': 940}"
